What is the address of the restaurant and do the have live music?,REQUEST
What is the address of the restaurant and do the have live music?,REQUEST
"Alright, Thank you.",THANK_YOU
"Alright, Thank you.",GOODBYE
I am looking to eat somewhere,INFORM_INTENT
I want some breakfast in Fairfield,INFORM
I want some breakfast in Fairfield,INFORM
Do they have live music with liquor,REQUEST
Do they have live music with liquor,REQUEST
ok that works,SELECT
"Yes, please make reservation for one people this evening 4:45",AFFIRM_INTENT
"Yes, please make reservation for one people this evening 4:45",INFORM
"Yes, please make reservation for one people this evening 4:45",INFORM
thats correct. What is their phone number what how expensive are they,REQUEST
thats correct. What is their phone number what how expensive are they,REQUEST
thats correct. What is their phone number what how expensive are they,AFFIRM
yes thats fine,AFFIRM
thanks,THANK_YOU
no thats it,NEGATE
no thats it,THANK_YOU
I'm starving! Can you help me find a restaurant that serves Breakfast in Fairfield?,INFORM
I'm starving! Can you help me find a restaurant that serves Breakfast in Fairfield?,INFORM
I'm starving! Can you help me find a restaurant that serves Breakfast in Fairfield?,INFORM_INTENT
Is there a band playing there?,REQUEST
That's okay. It will work anyway.,SELECT
"Yes, I'll need to make a reservation for a table for 2.",AFFIRM_INTENT
"Yes, I'll need to make a reservation for a table for 2.",INFORM
Please make it for half past 5 in the evening.,INFORM
"I'm sorry, I need to change that. I'd like it on the 9th and it will be for 3 people.",INFORM
"I'm sorry, I need to change that. I'd like it on the 9th and it will be for 3 people.",INFORM
"I'm sorry, I need to change that. I'd like it on the 9th and it will be for 3 people.",NEGATE
I'm sorry. I need to make it on Monday next week at half past 12 in the afternoon.,INFORM
I'm sorry. I need to make it on Monday next week at half past 12 in the afternoon.,INFORM
I'm sorry. I need to make it on Monday next week at half past 12 in the afternoon.,NEGATE
"Yes, I'm sorry for the confusion. Can you tell me their phone number please?",REQUEST
"Yes, I'm sorry for the confusion. Can you tell me their phone number please?",AFFIRM
Great! Thank you so much for your help.,THANK_YOU
Great! Thank you so much for your help.,GOODBYE
Can you help me find a place to eat at?,INFORM_INTENT
"Cupertino, please.",INFORM
Malaysian sounds good right now.,INFORM
What's the other one?,REQUEST_ALTS
Does the restaurant have live music?,REQUEST
Sounds fine to me. Can you help me make a reservation?,INFORM_INTENT
Sounds fine to me. Can you help me make a reservation?,SELECT
"A quarter past 5 in the evening, please.",INFORM
"No, I'd like it on March 13th.",INFORM
"No, I'd like it on March 13th.",NEGATE
"No, I'd like it at half past 12 in the afternoon.",INFORM
"No, I'd like it at half past 12 in the afternoon.",NEGATE
"Yes, sounds good.",AFFIRM
Does the restaurant serve alcohol?,REQUEST
"Thank you, that's all I need.",THANK_YOU
"Thank you, that's all I need.",GOODBYE
"Hello, could you help me search for a place to dine in?",INFORM_INTENT
I would prefer a restaurant which serves up Cambodian food in SF.,INFORM
I would prefer a restaurant which serves up Cambodian food in SF.,INFORM
Are there any alternative restaurants?,REQUEST_ALTS
"Sure, that sounds great!",SELECT
"Yes, please do so.",AFFIRM_INTENT
I would prefer to dine in at 19:15.,INFORM
"Sorry, could you change the booking to 18:30 for 3 people?",INFORM
"Sorry, could you change the booking to 18:30 for 3 people?",INFORM
"Sorry, could you change the booking to 18:30 for 3 people?",NEGATE
That's fine for me. May I know where they are located at?,REQUEST
That's fine for me. May I know where they are located at?,AFFIRM
"No, thank you anyway.",NEGATE
"No, thank you anyway.",GOODBYE
"I have a plan to eat out side for which I need some best places, can you search one for me?",INFORM_INTENT
Asian kind of food will be good for me and please search it in Fremont City.,INFORM
Asian kind of food will be good for me and please search it in Fremont City.,INFORM
"Yes, I like the same.",SELECT
"Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.",AFFIRM_INTENT
"Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.",INFORM
change it to March 10th.,INFORM
change it to March 10th.,NEGATE
"Yes, confirmed. continue with reservation.",AFFIRM
Thanks for your help.,THANK_YOU
"No, thanks. that's all.",NEGATE
"No, thanks. that's all.",THANK_YOU
I want to find a restaurant in Albany.,INFORM
I want to find a restaurant in Albany.,INFORM_INTENT
Barbecue is the best.,INFORM
What is the other option?,REQUEST_ALTS
Yes that sounds good.,SELECT
Yes please reserve me a table for the 13th of March.,AFFIRM_INTENT
Yes please reserve me a table for the 13th of March.,INFORM
"5 o""clock in the evening please.",INFORM
Yes is great.,AFFIRM
Thanks for your help.,THANK_YOU
No that will be all.,NEGATE
No that will be all.,THANK_YOU
Can you pull up a list of places to eat?,INFORM_INTENT
Search San Francisco for Asian Fusion food,INFORM
Search San Francisco for Asian Fusion food,INFORM
Is there live music?,REQUEST
Do they serve alcohol? And what's their phone number?,REQUEST
Do they serve alcohol? And what's their phone number?,REQUEST
Okay great. Please make a reservation for a party of six.,INFORM
Okay great. Please make a reservation for a party of six.,INFORM_INTENT
Okay great. Please make a reservation for a party of six.,SELECT
half past 5 in the evening please.,INFORM
That's correct. What's the address?,REQUEST
That's correct. What's the address?,AFFIRM
I want a reservation at this restaurant. Can you make it for twelve pm? For four people.,INFORM
I want a reservation at this restaurant. Can you make it for twelve pm? For four people.,INFORM
I want a reservation at this restaurant. Can you make it for twelve pm? For four people.,INFORM_INTENT
"Yes, thank you. How's the pricing? Low priced?",REQUEST
"Yes, thank you. How's the pricing? Low priced?",AFFIRM
"Thank you, that is all.",THANK_YOU
"Thank you, that is all.",GOODBYE
"I'm looking for a good place to get something to eat, can you help?",INFORM_INTENT
"Oh, I'm in Oakland. Please find an American restaurant.",INFORM
"Oh, I'm in Oakland. Please find an American restaurant.",INFORM
Are their prices extravagant? How can I contact them.,REQUEST
Are their prices extravagant? How can I contact them.,REQUEST
"Okay, that sounds good. Can you reserve a table for me?",INFORM_INTENT
"Okay, that sounds good. Can you reserve a table for me?",SELECT
Please reserve it for six pm.,INFORM
Yes that's perfect. What's their address? Do they have a live band?,REQUEST
Yes that's perfect. What's their address? Do they have a live band?,REQUEST
Yes that's perfect. What's their address? Do they have a live band?,AFFIRM
Okay thanks. That'll be all.,THANK_YOU
Okay thanks. That'll be all.,GOODBYE
I'm looking for somewhere to eat.,INFORM_INTENT
In Oakland.,INFORM
I want pizza and pasta.,INFORM
Do they have liquor?,REQUEST
"Okay, that works for me.",SELECT
"Yes, for two people please.",AFFIRM_INTENT
"Yes, for two people please.",INFORM
I want it at half past 5 in the evening.,INFORM
Yes.,AFFIRM
Thanks.,THANK_YOU
"No, that's okay.",NEGATE
"No, that's okay.",THANK_YOU
I'm looking for a restaurant.,INFORM_INTENT
Asian Fusion in Concord.,INFORM
Asian Fusion in Concord.,INFORM
"Yes, that is good.",SELECT
"Yes, any date works.",AFFIRM_INTENT
"Yes, any date works.",INFORM
"5 o""clock in the evening.",INFORM
"Yes, that is good.",AFFIRM
What is the address and is there music?,REQUEST
What is the address and is there music?,REQUEST
Thank you for your assistance.,THANK_YOU
"No, that is all thank you.",NEGATE
"No, that is all thank you.",THANK_YOU
Are there any Mexican places in Rohnert Park?,INFORM
Are there any Mexican places in Rohnert Park?,INFORM
Are there any Mexican places in Rohnert Park?,INFORM_INTENT
Is it an inexpensive restaurant?,REQUEST
What's their phone number?,REQUEST
Are there any other restaurants? Something like Ramen would be good. I want something that is not very costly.,INFORM
Are there any other restaurants? Something like Ramen would be good. I want something that is not very costly.,INFORM
Are there any other restaurants? Something like Ramen would be good. I want something that is not very costly.,REQUEST_ALTS
That would be great!,SELECT
Make a reservation this morning 11:15 for three people.,INFORM
Make a reservation this morning 11:15 for three people.,INFORM
Make a reservation this morning 11:15 for three people.,INFORM_INTENT
That's correct. What's their address?,REQUEST
That's correct. What's their address?,AFFIRM
Is their music live?,REQUEST
Okay. That was all I needed.,THANK_YOU
Okay. That was all I needed.,GOODBYE
I'm getting pretty hungry and need to find a place to eat.,INFORM_INTENT
I would like something that I can pick-up in San Fran at any price range.,INFORM
I would like something that I can pick-up in San Fran at any price range.,INFORM
I would like something that I can pick-up in San Fran at any price range.,INFORM
Do they have music or entertainment? Can I have their phone number?,REQUEST
Do they have music or entertainment? Can I have their phone number?,REQUEST
I am on a budget so I would like something that is inexpensive but serves alcohol. Can you suggest another restaurant with these qualities?,INFORM
I am on a budget so I would like something that is inexpensive but serves alcohol. Can you suggest another restaurant with these qualities?,INFORM
I am on a budget so I would like something that is inexpensive but serves alcohol. Can you suggest another restaurant with these qualities?,REQUEST_ALTS
"Yes, that sounds like what I'm looking for.",SELECT
"Yes, can you make the reservation for two people?",AFFIRM_INTENT
"Yes, can you make the reservation for two people?",INFORM
Please make the reservation for the 13th of this month at afternoon 12.,INFORM
Please make the reservation for the 13th of this month at afternoon 12.,INFORM
Yes that sounds great. What is the address of the restaurant?,REQUEST
Yes that sounds great. What is the address of the restaurant?,AFFIRM
Thank you for all your help.,THANK_YOU
"No, that was all I needed but thank you.",NEGATE
"No, that was all I needed but thank you.",THANK_YOU
Can you help me find a restaurant?,INFORM_INTENT
I prefer Redwood City.,INFORM
"I would like Spanish food, economical pricing preferred.",INFORM
"I would like Spanish food, economical pricing preferred.",INFORM
That sounds good.,SELECT
Yes please make a reservation for four.,AFFIRM_INTENT
Yes please make a reservation for four.,INFORM
Early evening 5:45 pm.,INFORM
Yes that is correct. Do you have their phone number?,REQUEST
Yes that is correct. Do you have their phone number?,AFFIRM
Thank you. That is all for now.,THANK_YOU
Thank you. That is all for now.,GOODBYE
I am looking for a place to eat. Can you find restaurants specializing in Singaporean cuisine near me?,INFORM
I am looking for a place to eat. Can you find restaurants specializing in Singaporean cuisine near me?,INFORM_INTENT
I am looking for restaurants located in Millbrae.,INFORM
"Great, thanks. What is their phone number? Do they serve alcohol?",REQUEST
"Great, thanks. What is their phone number? Do they serve alcohol?",REQUEST
"Okay, sounds good.",SELECT
"Sure, that would be great.",AFFIRM_INTENT
"Eleven in the morning, please.",INFORM
Yes- that's perfect.,AFFIRM
Wonderful. Thanks for your help.,THANK_YOU
Wonderful. Thanks for your help.,GOODBYE
Can you help me find an afforadable place to eat?,INFORM
Can you help me find an afforadable place to eat?,INFORM_INTENT
Please look for a place in Calistoga.,INFORM
I'm in the mood for Cambodian food.,INFORM
"Do you have any other suggestions? Actually, I think I'd prefer Barbecue.",INFORM
"Do you have any other suggestions? Actually, I think I'd prefer Barbecue.",REQUEST_ALTS
"Yeah, that does work for me.",SELECT
"Yeah, please make me a reservation.",AFFIRM_INTENT
"It should be half past 12 in the afternoon. Oh, and make it for two.",INFORM
"It should be half past 12 in the afternoon. Oh, and make it for two.",INFORM
"Wait no, it's just 1 person.",INFORM
"Wait no, it's just 1 person.",NEGATE
"Yeah, also do they have live music and liquor there?",REQUEST
"Yeah, also do they have live music and liquor there?",REQUEST
"Yeah, also do they have live music and liquor there?",AFFIRM
"Okay, thanks. I don't need any more help.",THANK_YOU
"Okay, thanks. I don't need any more help.",GOODBYE
I will be going to eat with a friend what expensive restaurants do you recommend?,INFORM
I will be going to eat with a friend what expensive restaurants do you recommend?,INFORM_INTENT
I want something with Fish but make it an average priced restaurant.,INFORM
I want something with Fish but make it an average priced restaurant.,INFORM
I want to eat in Burlingame.,INFORM
That sounds great. Please make a reservation.,INFORM_INTENT
That sounds great. Please make a reservation.,SELECT
At quarter to 1 in the afternoon.,INFORM
"Yes, that is correct. Do you have the phone number?",REQUEST
"Yes, that is correct. Do you have the phone number?",AFFIRM
"Thanks a lot, that would be all.",THANK_YOU
"Thanks a lot, that would be all.",GOODBYE
I am tired of eating my cooking. I want to eat out tonight.,INFORM_INTENT
I am in the mood for Izakaya cuisine.,INFORM
I want something in Rohnert Park,INFORM
That does not seems close by. Where is it located?,REQUEST
Is there anything else? I want to go somewhere close to Pleasant Hill.,INFORM
Is there anything else? I want to go somewhere close to Pleasant Hill.,REQUEST_ALTS
Where is it located?,REQUEST
It is closer and would work out perfectly for me.,SELECT
"Yes, reserve it for me.",AFFIRM_INTENT
"8 in the night, for 1 person",INFORM
"8 in the night, for 1 person",INFORM
Great. Is there live music? Is it a costly restaurant?,REQUEST
Great. Is there live music? Is it a costly restaurant?,REQUEST
Great. Is there live music? Is it a costly restaurant?,AFFIRM
Try again to book a table for 2,INFORM
Try again to book a table for 2,INFORM_INTENT
I would like a table for 11:45 in the morning.,INFORM
I would like a table for 11:45 in the morning.,NEGATE
That would be great.,AFFIRM
That would be great.,AFFIRM
I appreciate your assistance.,THANK_YOU
"No, you have be most helpful.",NEGATE
"No, you have be most helpful.",THANK_YOU
I am looking for an inexpensive place to eat that has live music.,INFORM
I am looking for an inexpensive place to eat that has live music.,INFORM
I am looking for an inexpensive place to eat that has live music.,INFORM_INTENT
"I'd like some soup, and I'm looking in San Ramon.",INFORM
"I'd like some soup, and I'm looking in San Ramon.",INFORM
What is their address and contact number?,REQUEST
What is their address and contact number?,REQUEST
"Yes, that would work.",SELECT
"Yes, please make the reservation for 7:30 pm.",AFFIRM_INTENT
"Yes, please make the reservation for 7:30 pm.",INFORM
"Yes, that's great. Do they serve liquor?",REQUEST
"Yes, that's great. Do they serve liquor?",AFFIRM
"Thank you, that is all I need.",THANK_YOU
"Thank you, that is all I need.",GOODBYE
Can you help me find somewhere to eat?,INFORM_INTENT
Search in Cupertino for Dumplings.,INFORM
Search in Cupertino for Dumplings.,INFORM
"Is it expensive, and do they serve alcohol?",REQUEST
"Is it expensive, and do they serve alcohol?",REQUEST
Can you look for another place to eat in Santa Clara?,INFORM
Can you look for another place to eat in Santa Clara?,REQUEST_ALTS
Can you suggest something in the moderate price range?,INFORM
Can you suggest something in the moderate price range?,REQUEST_ALTS
"Great, can you make a reservation on the 7th of this month?",INFORM
"Great, can you make a reservation on the 7th of this month?",INFORM_INTENT
"Great, can you make a reservation on the 7th of this month?",SELECT
How about 7:30 pm.,INFORM
"Yes, that's right. Do they serve alcohol?",REQUEST
"Yes, that's right. Do they serve alcohol?",AFFIRM
"Great, thanks, that's all I need.",THANK_YOU
"Great, thanks, that's all I need.",GOODBYE
Hey! Today feeling so tired... Wish to have some food outside in a good restaurant... Can you find me one?,INFORM_INTENT
I would love to taste some Seafood in San Mateo. Please find some good hotels.,INFORM
I would love to taste some Seafood in San Mateo. Please find some good hotels.,INFORM
How much they charge? Can I have their street address?,REQUEST
How much they charge? Can I have their street address?,REQUEST
"Yup, that works. Please can you reserve at this restaurant?",INFORM_INTENT
"Yup, that works. Please can you reserve at this restaurant?",SELECT
Probably at quarter past 1 in the afternoon.,INFORM
Yup! sounds good. I've a question... Did liquor is provided at this restaurant?,REQUEST
Yup! sounds good. I've a question... Did liquor is provided at this restaurant?,AFFIRM
Thanks for your time.,THANK_YOU
"Nope, thanks a lot.",NEGATE
"Nope, thanks a lot.",THANK_YOU
I'm looking for somewhere in Dublin to have a meal and a drink.,INFORM
I'm looking for somewhere in Dublin to have a meal and a drink.,INFORM
I'm looking for somewhere in Dublin to have a meal and a drink.,INFORM_INTENT
I feel like a burger.,INFORM
Do you have anything else?,REQUEST_ALTS
Do they have live music? What's the price range?,REQUEST
Do they have live music? What's the price range?,REQUEST
Oh okay. Yeah sure that's fine.,SELECT
I'd like to make a reservation.,INFORM_INTENT
5 pm please. There's 3 people in the group.,INFORM
5 pm please. There's 3 people in the group.,INFORM
Yeah that works fine. What's their address and phone number?,REQUEST
Yeah that works fine. What's their address and phone number?,REQUEST
Yeah that works fine. What's their address and phone number?,AFFIRM
Thanks a lot!,THANK_YOU
"No thanks, that's all.",NEGATE
"No thanks, that's all.",THANK_YOU
"I am bored of eating food from home , i need a change . Will you find me a place to eat? It can be costly priced and i am very fond of it",INFORM
"I am bored of eating food from home , i need a change . Will you find me a place to eat? It can be costly priced and i am very fond of it",INFORM_INTENT
I need Pizza kind of food and i wish to eat in city Napa.,INFORM
I need Pizza kind of food and i wish to eat in city Napa.,INFORM
Will you specify restaurant address and whether they have live music ?,REQUEST
Will you specify restaurant address and whether they have live music ?,REQUEST
"Ok its fine , i prefer the same.",SELECT
"Yes sure, Please make a reservation and number of people is 2",AFFIRM_INTENT
"Yes sure, Please make a reservation and number of people is 2",INFORM
Please fix it at 11:30 am,INFORM
sorry make the reservation time as Morning 11:45,INFORM
sorry make the reservation time as Morning 11:45,NEGATE
ok its great and sounds good .Please inform me the contact number of that restaurant?,REQUEST
ok its great and sounds good .Please inform me the contact number of that restaurant?,AFFIRM
Whether they serve liquor?,REQUEST
ok thanks a lot for your kind help,THANK_YOU
ok thanks a lot for your kind help,GOODBYE
I'm starting to get hungry. I want to go eat at a nice restaurant.,INFORM_INTENT
Milpitas.,INFORM
I feel like Cambodian tonight.,INFORM
That's exactly what I'm looking for.,SELECT
"Yes, I'd like to try this place out.",AFFIRM_INTENT
6:30 pm. Please make the reservation for four people.,INFORM
6:30 pm. Please make the reservation for four people.,INFORM
Perfect. What are the prices at Anh Hong like?,REQUEST
Perfect. What are the prices at Anh Hong like?,AFFIRM
Thanks. You've been a big help.,THANK_YOU
Thanks. You've been a big help.,GOODBYE
I'm planning on going out to eat later on. Can you help me find a place to eat at?,INFORM_INTENT
I'd like to go to a restaurant in Martinez that serves Thai food.,INFORM
I'd like to go to a restaurant in Martinez that serves Thai food.,INFORM
What's their phone number and do they serve alcohol?,REQUEST
What's their phone number and do they serve alcohol?,REQUEST
"Okay, great. I want to make a reservation please.",INFORM_INTENT
"Okay, great. I want to make a reservation please.",SELECT
Make the reservation for 7 pm.,INFORM
"No, make it for 1 person on next Monday please.",INFORM
"No, make it for 1 person on next Monday please.",INFORM
"No, make it for 1 person on next Monday please.",NEGATE
"Yup, that's right. Can you tell me if they have a live band?",REQUEST
"Yup, that's right. Can you tell me if they have a live band?",AFFIRM
Do you know if their menu is inexpensive and what their address is?,REQUEST
Do you know if their menu is inexpensive and what their address is?,REQUEST
"Great, thanks!",THANK_YOU
No thanks. That's all I needed help with.,NEGATE
No thanks. That's all I needed help with.,THANK_YOU
I am looking for an intermediate priced eating place in the nearby area.,INFORM
I am looking for an intermediate priced eating place in the nearby area.,INFORM_INTENT
Any place in Pleasanton which serves Ramen kind of food and also alcohol will be ideal.,INFORM
Any place in Pleasanton which serves Ramen kind of food and also alcohol will be ideal.,INFORM
Any place in Pleasanton which serves Ramen kind of food and also alcohol will be ideal.,INFORM
That is good a good choice. Please make a reservation for six people for 3rd of March.,INFORM
That is good a good choice. Please make a reservation for six people for 3rd of March.,INFORM
That is good a good choice. Please make a reservation for six people for 3rd of March.,INFORM_INTENT
That is good a good choice. Please make a reservation for six people for 3rd of March.,SELECT
Reserve it for Twelve pm.,INFORM
Yes that is good.,AFFIRM
Thank you.,THANK_YOU
No. This should be enough for now.,NEGATE
No. This should be enough for now.,THANK_YOU
I would like to it in a place in Pleasanton.,INFORM
I would like to it in a place in Pleasanton.,INFORM_INTENT
I would love some Noodles,INFORM
Can you tell me the phone number?,REQUEST
Sounds good,SELECT
Yes make it for 2 people,AFFIRM_INTENT
Yes make it for 2 people,INFORM
I want to be at 6:45 in the evening,INFORM
No make it please at 12:45 for 4 people,INFORM
No make it please at 12:45 for 4 people,INFORM
No make it please at 12:45 for 4 people,NEGATE
Yes is good.Tell me please if they serve Liquor and if they have a price range average priced,REQUEST
Yes is good.Tell me please if they serve Liquor and if they have a price range average priced,REQUEST
Yes is good.Tell me please if they serve Liquor and if they have a price range average priced,AFFIRM
Yes is ok,AFFIRM
Thank you very much that s all I need,THANK_YOU
Thank you very much that s all I need,GOODBYE
I'd like to find a place to eat.,INFORM_INTENT
I'd like a Barbecue food restaurant in Campbell.,INFORM
I'd like a Barbecue food restaurant in Campbell.,INFORM
Is Liquor available? Where are they located?,REQUEST
Is Liquor available? Where are they located?,REQUEST
Do you have any other suggestions that are also affordable?,INFORM
Do you have any other suggestions that are also affordable?,REQUEST_ALTS
I'd like another kind of restaurant. I'd like Sushi.,INFORM
I'd like another kind of restaurant. I'd like Sushi.,REQUEST_ALTS
That's great.,SELECT
Yes I'd like to make a reservation.,AFFIRM_INTENT
Please can you book it for 7:15 pm.,INFORM
"No, I'd like to book for March 14th.",INFORM
"No, I'd like to book for March 14th.",NEGATE
Perfect.,AFFIRM
Do they serve alcohol? what is their phone number?,REQUEST
Do they serve alcohol? what is their phone number?,REQUEST
That's great. I don't need anything else right now.,THANK_YOU
That's great. I don't need anything else right now.,GOODBYE
Will you find me a place to eat?,INFORM_INTENT
Palo Alto.,INFORM
Brazilian.,INFORM
Great. Please make a reservation.,INFORM_INTENT
Great. Please make a reservation.,SELECT
Quarter past 5 in the evening.,INFORM
"No, change it to evening 6:15.",INFORM
"No, change it to evening 6:15.",NEGATE
Great. How pricey? What's their number?,REQUEST
Great. How pricey? What's their number?,REQUEST
Great. How pricey? What's their number?,AFFIRM
Thanks.,THANK_YOU
"No, thanks.",NEGATE
"No, thanks.",THANK_YOU
